Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel Type,Losses
191429,32,15,3,M,Single,3,D,703
160586,19,2,3,M,Single,12,D,783
196397,56,35,3,F,Single,5,D,715
163827,64,45,3,F,Married,13,G,194
135029,61,42,3,M,Married,0,G,249
109959,33,14,3,M,Married,4,G,359
150622,70,50,3,F,Single,14,G,62
148882,16,0,3,M,Married,9,D,510
144506,63,43,3,M,Married,13,G,49
178513,33,16,3,M,Single,8,G,369
196420,19,1,3,F,Single,13,D,503
104101,54,37,3,M,Married,6,G,341
144195,30,10,3,F,Single,3,D,833
189577,63,46,3,M,Married,2,G,414
107834,56,37,3,F,Single,1,D,752
153700,63,42,3,F,Single,10,G,130
155208,35,16,3,F,Married,1,G,489
192285,61,41,3,F,Married,2,G,309
112447,57,36,3,F,Married,6,G,339
149212,23,6,3,F,Married,12,G,378
129986,19,1,3,M,Married,7,D,624
171962,23,6,3,M,Married,8,D,614
131279,66,46,3,F,Married,9,G,104
152336,19,1,3,M,Single,14,D,620
162655,61,40,3,F,Married,8,G,131
111906,37,18,3,F,Married,15,G,315
112298,52,31,3,F,Married,6,G,310
179843,28,11,3,M,Married,9,G,394
196210,54,37,3,M,Married,6,G,361
197221,25,6,3,F,Married,10,G,429
164558,25,6,3,M,Married,7,D,707
166431,25,6,3,F,Single,14,G,462
194704,31,12,3,M,Single,0,D,687
155135,37,20,3,F,Married,9,G,292
160472,21,4,3,M,Married,9,G,479
126054,29,9,3,M,Married,2,D,605
192924,47,28,3,F,Married,5,D,507
172308,20,2,3,M,Married,14,D,517
192184,57,36,3,F,Married,9,G,268
140940,39,18,3,F,Married,8,G,313
185764,39,19,3,F,Single,9,G,492
163200,29,12,3,M,Married,2,D,789
170638,57,38,3,M,Single,10,G,433
105813,53,36,3,F,Single,7,G,383
113920,62,45,3,M,Married,4,G,40
112113,19,1,3,F,Single,11,G,259
182479,60,43,3,F,Married,13,G,22
147595,63,42,3,M,Single,3,G,485
111063,24,7,3,F,Single,13,G,400
160407,60,39,3,M,Married,8,G,51
136059,66,47,3,F,Single,10,G,261
163845,61,41,3,F,Single,7,G,118
157918,59,40,3,M,Married,5,G,492
169222,19,2,3,F,Married,6,G,414
195187,53,35,3,M,Married,7,G,320
112053,58,37,3,M,Married,7,G,399
182160,31,13,3,F,Married,10,G,286
138858,37,17,3,F,Married,7,G,337
180566,58,39,3,F,Married,10,G,332
151421,44,25,3,M,Married,5,D,668
149238,34,14,3,F,Married,9,G,292
113389,64,47,3,M,Married,14,G,190
159450,60,41,3,F,Single,7,G,249
161595,17,0,3,F,Single,4,D,1103
117203,20,1,3,M,Married,13,D,501
159012,44,23,3,M,Single,13,G,214
100782,54,34,3,F,Married,6,G,332
120367,16,0,3,M,Single,12,D,1133
118724,34,16,3,F,Single,12,G,223
116418,16,0,3,F,Married,12,G,196
132535,39,19,3,M,Single,7,D,541
116385,66,46,3,M,Married,0,G,102
115919,64,44,3,M,Married,1,G,446
106922,53,35,3,M,Married,5,D,501
189796,68,48,3,M,Single,3,D,510
133730,41,22,3,F,Married,15,G,289
178204,21,4,3,M,Married,10,G,315
163045,21,2,3,F,Single,6,G,445
168181,38,19,3,F,Married,3,G,474
186744,16,0,3,M,Single,11,D,937
157327,18,0,3,M,Single,13,G,323
195420,56,36,3,F,Single,14,G,163
157558,64,43,3,F,Married,8,G,228
109843,16,0,3,F,Married,11,G,178
108631,56,35,3,M,Single,10,G,487
141837,19,1,3,M,Married,12,G,292
183208,63,43,3,M,Married,10,G,279
144117,25,8,3,M,Single,8,D,753
174872,20,2,3,F,Married,14,G,234
178292,62,44,3,F,Single,15,G,189
159110,41,22,3,M,Married,2,G,456
189276,17,0,3,M,Married,12,G,352
170930,18,0,3,M,Married,12,G,218
169490,53,33,3,M,Single,5,D,500
142393,32,14,3,M,Married,14,G,356
168459,52,31,3,F,Married,5,D,600
175730,24,6,3,F,Married,15,G,130
119169,55,38,3,F,Married,8,G,323
183817,20,1,3,M,Married,11,G,178
118031,22,5,3,F,Single,12,G,329
147209,27,6,3,M,Married,9,G,330
141229,67,46,3,F,Single,3,G,42
180355,69,51,3,M,Married,6,G,54
194953,38,18,3,M,Married,1,D,539
151220,22,5,3,M,Married,14,G,178
111236,27,10,3,M,Married,0,G,466
143836,22,4,3,M,Married,5,D,928
103924,50,30,3,F,Single,8,G,486
159056,67,50,3,F,Married,2,G,176
133081,24,5,3,F,Single,15,D,674
152345,47,30,3,M,Single,12,G,343
142856,45,25,3,M,Married,8,G,348
146116,66,46,3,M,Married,0,G,302
131225,18,0,3,F,Married,10,G,299
150204,40,22,3,F,Married,15,G,203
146283,70,53,3,F,Married,14,G,119
130288,70,53,3,M,Single,6,G,267
190520,50,29,3,F,Married,6,G,309
101602,18,0,3,F,Single,13,G,219
161876,32,11,3,M,Married,7,G,356
163260,63,42,3,F,Single,0,G,158
199975,50,31,3,F,Married,13,G,338
130079,34,17,3,M,Single,13,D,507
104344,60,39,3,M,Married,6,G,117
129202,26,8,3,M,Married,7,G,373
130774,60,43,3,F,Married,14,G,82
195893,22,4,3,M,Married,11,D,596
137168,22,4,3,F,Single,14,G,317
137076,54,35,3,M,Single,0,D,948
165164,70,49,3,F,Married,2,G,240
141653,23,5,3,M,Single,11,D,552
131608,31,12,3,F,Single,10,G,359
103512,31,11,3,F,Married,9,G,330
108688,37,17,3,M,Married,15,G,139
148563,46,29,3,F,Single,10,G,361
121254,40,19,3,M,Married,7,G,351
124480,18,0,3,F,Married,15,G,198
131012,47,30,3,M,Married,10,G,340
117533,53,35,3,F,Single,5,D,607
176362,68,49,3,M,Single,14,G,131
109061,50,32,3,M,Single,11,G,420
168038,36,15,3,F,Married,2,G,388
137893,69,51,3,F,Single,6,G,358
128136,64,46,3,F,Single,0,D,504
121931,54,33,3,F,Married,2,G,460
118408,54,35,3,M,Single,3,D,592
176702,47,27,3,M,Married,11,G,166
163787,68,48,3,M,Single,13,G,242
117910,40,22,3,M,Single,12,G,248
186962,35,14,3,M,Single,6,D,580
154508,25,8,3,F,Single,15,G,356
125557,68,49,3,M,Single,7,G,182
164971,64,47,3,F,Single,10,G,327
135158,50,30,3,M,Single,9,G,381
189437,21,2,3,M,Married,12,G,466
126826,67,48,3,M,Single,9,G,359
177641,48,28,3,F,Single,2,D,523
195684,51,30,3,M,Married,11,G,134
174935,66,46,3,M,Single,9,G,45
156959,57,40,3,M,Single,11,G,322
169129,70,53,3,M,Single,1,G,63
177064,19,2,3,F,Single,11,G,424
132571,54,36,3,F,Married,13,G,202
173398,45,24,3,F,Single,0,D,624
186725,64,45,3,M,Single,1,G,44
111874,33,14,3,F,Single,8,G,413
136023,24,6,3,M,Single,14,G,411
146315,22,5,3,F,Married,10,G,428
170018,21,3,3,M,Married,12,G,411
153371,32,13,3,M,Single,14,G,265
174547,58,37,3,F,Married,3,D,651
107811,54,33,3,F,Married,10,G,323
126006,20,2,3,F,Single,14,D,595
166779,17,0,3,F,Married,12,G,235
114798,16,0,3,M,Married,14,G,356
120901,60,40,3,M,Single,12,G,130
173558,61,43,3,F,Married,2,G,159
128537,43,25,3,M,Single,8,G,345
101235,58,40,3,F,Single,15,G,286
128873,62,43,3,M,Single,12,G,291
100019,57,37,3,M,Married,13,G,280
192201,66,46,3,M,Married,15,G,31
118280,29,8,3,M,Married,4,D,790
158773,22,3,3,M,Married,14,G,386
183203,70,52,3,M,Married,8,G,217
130882,54,35,3,F,Single,14,G,157
184764,31,11,3,F,Single,4,D,757
125217,25,8,3,M,Single,10,D,932
134779,62,44,3,F,Single,7,G,238
185217,56,35,3,F,Married,8,G,330
190054,58,38,3,M,Single,2,D,899
176379,16,0,3,F,Married,13,G,159
145853,22,5,3,M,Married,11,D,600
189794,61,40,3,M,Married,10,G,335
176502,27,10,3,F,Single,9,G,391
124596,38,21,3,M,Single,8,D,515
134902,36,15,3,F,Married,6,G,374
171070,62,45,3,F,Married,15,G,21
153707,37,18,3,M,Married,1,G,500
116503,52,35,3,M,Married,1,D,600
164331,61,41,3,F,Single,4,G,186
112456,60,40,3,M,Married,15,G,40
108695,51,32,3,M,Married,4,D,669
151793,39,21,3,F,Married,8,G,342
131051,49,29,3,F,Married,9,G,344
165134,26,8,3,M,Married,6,G,370
107601,23,4,3,F,Single,6,D,617
161841,55,37,3,F,Married,4,D,754
103951,67,50,3,F,Single,4,G,378
133232,40,20,3,M,Married,3,D,582
182720,33,14,3,M,Married,12,G,179
176996,63,45,3,F,Married,0,G,201
168472,49,32,3,F,Single,6,G,337
181754,23,5,3,M,Married,4,D,600
109311,38,19,3,M,Married,1,D,558
121472,64,47,3,M,Single,13,G,37
184311,17,0,3,M,Married,13,G,418
179564,41,23,3,F,Married,2,G,498
198736,46,26,3,F,Single,5,D,633
176463,22,5,3,F,Single,12,D,517
165436,16,0,3,M,Single,13,D,641
162261,25,7,3,M,Married,11,G,199
136479,24,5,3,F,Married,13,G,122
130243,49,29,3,F,Single,2,D,650
143079,62,44,3,M,Single,13,G,124
169850,16,0,3,M,Married,3,D,1480
169734,69,49,3,M,Married,8,G,133
152203,30,10,3,F,Single,6,G,416
191110,62,41,3,F,Married,5,G,321
195430,31,13,3,M,Married,8,G,335
145588,26,5,3,M,Single,4,D,893
156187,25,8,3,M,Single,14,G,481
198462,16,0,3,F,Married,4,D,789
155676,27,10,3,M,Married,4,D,628
177504,18,1,3,M,Single,14,G,446
119398,70,50,3,F,Single,5,G,75
145906,59,41,3,F,Married,5,D,531
195569,21,3,3,F,Married,9,G,369
147906,16,0,3,F,Single,8,D,625
166667,18,0,3,M,Single,6,D,743
110524,24,7,3,F,Married,13,G,299
144256,18,0,3,F,Married,15,G,289
189979,24,5,3,F,Single,14,D,515
132475,50,30,3,M,Single,7,G,462
188424,23,5,3,M,Married,11,D,613
180666,61,40,3,F,Single,1,G,374
144030,24,6,3,M,Married,13,D,618
129462,23,5,3,M,Married,14,G,499
180828,63,42,3,M,Single,4,G,384
155572,65,44,3,M,Single,12,G,159
139367,62,41,3,F,Single,0,G,142
161680,36,17,3,F,Single,8,G,377
199093,45,28,3,F,Single,8,G,340
190839,35,17,3,F,Single,10,G,354
140426,47,27,3,M,Single,1,D,532
179605,18,0,3,F,Single,10,D,800
143557,33,12,3,M,Married,7,G,368
161489,22,4,3,F,Married,11,G,356
153614,68,48,3,F,Married,4,G,147
189378,21,3,3,M,Single,13,D,529
112853,60,43,3,F,Single,6,G,320
161816,21,4,3,M,Married,2,D,1023
181344,30,13,3,F,Married,10,G,312
127828,22,3,3,F,Married,12,G,313
134103,44,24,3,M,Married,1,G,414
162011,23,4,3,F,Married,6,G,329
198388,39,22,3,F,Married,4,D,566
165402,62,44,3,F,Single,3,G,77
142054,23,5,3,M,Single,6,D,1069
110585,63,44,3,F,Single,3,G,67
135753,39,18,3,F,Married,3,G,401
142829,45,24,3,F,Married,0,D,576
118927,21,2,3,M,Married,13,G,280
107433,57,40,3,F,Single,3,G,472
118003,40,22,3,F,Married,7,G,343
177448,60,42,3,M,Single,9,G,42
173593,39,18,3,M,Married,7,G,408
159336,55,37,3,M,Married,15,G,171
101552,43,25,3,M,Single,1,D,519
135042,22,3,3,M,Married,11,G,356
111905,45,28,3,F,Single,10,G,376
190293,31,11,3,F,Married,8,G,308
123062,46,25,3,F,Single,6,G,424
158840,46,29,3,F,Single,13,G,282
115439,18,0,3,M,Single,14,D,695
117862,28,10,3,F,Married,4,G,323
187388,62,43,3,F,Single,10,G,185
198195,20,1,3,F,Single,12,G,271
182664,61,42,3,F,Single,7,G,153
141866,20,1,3,M,Single,15,G,497
180397,25,6,3,F,Married,14,G,309
145434,23,6,3,F,Married,15,G,157
169677,17,0,3,F,Married,13,G,148
129783,57,36,3,M,Married,8,G,368
101747,40,20,3,M,Single,8,G,466
108401,65,48,3,M,Single,8,G,178
170881,24,5,3,F,Single,14,G,314
178285,42,24,3,F,Married,4,D,657
177474,29,9,3,M,Married,1,D,548
162664,68,49,3,M,Single,11,G,256
155509,55,35,3,F,Married,7,G,337
143525,20,1,3,M,Married,14,G,446
159334,19,1,3,F,Single,12,D,551
145650,20,3,3,F,Married,15,G,272
103856,70,52,3,F,Single,9,G,309
130984,47,28,3,F,Married,7,G,339
163348,63,44,3,M,Married,8,G,357
137145,65,47,3,M,Married,13,G,17
185346,70,53,3,M,Married,13,G,198
142235,32,13,3,M,Single,7,G,445
140079,48,28,3,M,Single,9,D,527
188827,65,46,3,F,Single,1,G,243
146695,24,5,3,F,Single,11,D,504
119625,70,53,3,F,Married,5,G,173
171291,16,0,3,M,Married,12,G,339
183076,20,2,3,F,Single,14,G,386
170877,41,21,3,F,Married,2,D,566
178221,68,50,3,F,Married,12,G,217
183121,45,24,3,M,Single,10,D,581
196888,61,43,3,M,Married,3,D,520
167715,65,46,3,M,Married,4,G,377
104352,52,34,3,F,Married,12,G,269
156275,66,48,3,M,Single,3,G,226
108002,59,41,3,F,Single,8,G,392
178552,64,47,3,F,Single,10,G,112
136896,41,20,3,M,Married,13,G,258
108019,67,50,3,M,Single,7,G,196
149767,60,40,3,M,Single,5,D,889
102408,62,41,3,F,Single,3,G,451
131869,33,14,3,M,Single,11,G,426
144856,45,26,3,F,Married,2,D,540
115547,50,30,3,F,Single,7,G,460
174803,69,52,3,F,Married,0,G,251
123384,65,47,3,M,Married,6,G,143
141619,21,4,3,M,Married,13,G,403
128557,55,38,3,F,Single,0,G,472
185961,46,27,3,M,Married,0,D,643
146903,66,46,3,F,Single,0,G,188
198044,58,40,3,M,Married,15,G,138
113919,18,1,3,F,Single,7,D,745
174933,32,11,3,M,Married,11,G,153
113585,27,8,3,F,Married,10,G,334
192731,39,19,3,M,Single,4,D,829
190123,37,17,3,M,Married,13,G,317
189647,35,17,3,F,Married,3,D,649
154898,63,43,3,M,Single,0,D,606
129142,52,35,3,F,Married,7,G,317
197913,61,41,3,M,Single,0,G,196
100280,68,48,3,M,Married,1,G,72
120120,48,31,3,F,Single,7,G,384
133716,61,43,3,F,Single,7,G,81
163636,67,46,3,M,Single,15,G,325
183623,68,49,3,M,Single,12,G,30
110723,22,5,3,F,Married,6,G,392
120373,17,0,3,M,Single,6,D,1243
105150,48,29,3,F,Single,1,D,947
177859,24,6,3,M,Single,15,G,343
191134,69,49,3,M,Single,7,G,343
134629,23,6,3,F,Married,9,G,498
186813,70,50,3,M,Married,10,G,143
144697,42,25,3,F,Married,0,G,372
135433,61,44,3,F,Married,15,G,29
131916,54,36,3,M,Single,3,D,777
117569,35,16,3,F,Married,13,G,131
159005,68,51,3,M,Single,9,G,221
132533,63,44,3,M,Married,7,G,59
123277,47,26,3,M,Married,10,G,349
190483,34,15,3,F,Single,10,G,407
116022,70,52,3,F,Married,8,G,29
155386,16,0,3,F,Married,11,G,334
154287,44,26,3,F,Married,6,G,322
136201,22,4,3,F,Single,10,D,729
136050,67,48,3,M,Married,6,G,135
152332,48,28,3,M,Married,4,G,441
142257,17,0,3,M,Married,13,G,426
181119,64,45,3,F,Single,2,G,240
132978,47,26,3,F,Single,10,G,458
109481,44,26,3,M,Married,5,G,467
155546,58,39,3,F,Single,1,G,487
193575,38,20,3,F,Married,11,G,265
194753,64,43,3,F,Married,13,G,24
108576,66,45,3,F,Married,15,G,175
136697,67,48,3,M,Single,1,G,81
140959,62,44,3,M,Single,1,D,699
154569,23,4,3,M,Single,12,D,890
185668,16,0,3,F,Married,15,G,409
100640,28,10,3,M,Married,14,G,302
126989,66,46,3,M,Single,14,G,279
190369,24,7,3,F,Single,11,G,312
123573,42,23,3,F,Married,15,G,203
187247,21,2,3,F,Married,10,G,373
104415,60,42,3,F,Single,10,G,100
185269,33,16,3,M,Married,14,G,226
132369,23,6,3,F,Married,15,G,254
192042,34,13,3,M,Single,8,D,505
156582,17,0,3,M,Single,15,D,759
145084,54,37,3,M,Married,1,G,407
173811,19,1,3,M,Married,9,G,411
176073,25,6,3,F,Married,11,G,394
133645,32,15,3,M,Single,10,G,491
146455,21,3,3,F,Married,8,G,314
153886,62,43,3,M,Single,8,G,403
177031,68,47,3,M,Married,15,G,216
170873,27,9,3,F,Married,9,G,332
134377,62,45,3,F,Single,8,G,364
174987,63,46,3,M,Single,12,G,172
105292,70,51,3,F,Single,12,G,87
156919,53,35,3,M,Single,14,G,415
102159,62,42,3,M,Single,8,G,109
102373,59,42,3,F,Married,8,G,329
180723,30,11,3,F,Married,10,G,325
142113,51,30,3,M,Married,11,G,349
103362,28,10,3,M,Married,3,D,656
138992,20,2,3,M,Single,11,D,1297
102022,65,45,3,M,Single,8,G,364
111377,66,45,3,M,Married,7,G,35
155923,21,2,3,F,Single,8,D,716
134638,20,2,3,F,Single,10,D,682
101192,25,6,3,F,Married,10,G,402
129762,43,23,3,M,Single,11,G,453
104758,30,11,3,M,Married,15,G,381
169640,21,3,3,M,Married,15,G,309
146103,18,0,3,M,Single,9,D,1114
197622,35,16,3,F,Married,6,G,292
191987,25,8,3,M,Single,14,D,1027
114441,61,41,3,M,Married,7,G,297
182952,47,26,3,F,Married,6,G,374
117215,21,2,3,F,Married,13,G,319
101555,22,3,3,F,Married,2,G,363
183201,68,48,3,M,Married,0,D,605
119337,54,35,3,F,Married,5,D,588
140942,19,0,3,M,Single,13,G,482
181223,70,50,3,F,Single,9,G,234
137617,57,39,3,F,Single,0,D,871
125336,20,2,3,F,Single,14,G,358
184724,31,10,3,M,Single,6,G,426
184792,25,7,3,F,Married,13,G,102
123908,26,5,3,F,Single,10,G,420
174311,67,49,3,F,Single,1,G,325
184159,64,45,3,M,Married,1,G,278
128481,25,6,3,F,Married,14,G,145
107210,34,16,3,M,Married,7,G,375
177236,29,9,3,M,Married,14,G,214
176558,63,45,3,F,Married,6,G,224
140123,68,47,3,M,Married,2,D,515
109880,48,27,3,F,Married,14,G,239
160216,29,8,3,F,Married,12,G,143
155234,46,29,3,F,Married,1,G,308
128643,34,17,3,M,Single,14,G,353
106220,18,0,3,F,Single,12,G,217
101440,26,6,3,F,Married,8,G,353
122035,28,7,3,F,Single,8,G,386
128931,22,5,3,F,Single,13,G,273
106865,67,50,3,M,Single,7,G,54
155175,21,2,3,M,Married,15,G,497
106640,17,0,3,F,Single,10,D,916
142676,18,0,3,F,Married,14,G,392
190698,34,15,3,F,Single,11,G,421
190810,69,49,3,M,Married,5,G,369
174078,16,0,3,M,Married,15,G,191
110879,34,16,3,M,Married,6,G,363
133625,70,52,3,F,Married,7,G,146
188574,32,13,3,M,Married,5,G,368
145674,63,42,3,M,Single,12,G,257
169635,36,15,3,M,Single,15,G,382
151754,22,3,3,F,Married,15,G,189
190463,17,0,3,M,Single,7,D,853
125997,34,14,3,M,Married,10,G,349
189034,53,36,3,F,Single,3,D,740
116966,18,1,3,F,Single,11,D,675
150059,35,15,3,F,Married,2,D,503
120704,68,51,3,M,Single,8,G,299
112974,68,48,3,F,Single,0,D,744
139624,39,18,3,F,Single,8,G,447
194831,63,45,3,F,Single,3,G,348
111639,18,1,3,M,Single,13,G,420
147680,48,27,3,M,Single,9,G,432
165320,55,34,3,M,Married,8,G,379
145396,66,47,3,F,Married,2,G,171
174789,17,0,3,M,Married,9,D,660
190808,19,1,3,F,Married,14,G,264
155462,30,9,3,M,Married,0,G,392
172056,29,8,3,M,Single,14,G,314
119752,68,47,3,F,Single,10,G,182
105002,23,6,3,F,Single,13,D,631
194674,19,1,3,M,Married,5,D,1195
103770,68,47,3,M,Married,11,G,70
115242,23,4,3,M,Single,13,D,604
113796,62,44,3,M,Married,10,G,39
142054,61,44,3,F,Married,9,G,262
144686,70,53,3,M,Single,2,G,197
109236,66,47,3,M,Married,6,G,44
171352,63,42,3,F,Married,8,G,32
171043,19,0,3,F,Married,15,G,252
151268,36,18,3,F,Single,9,G,409
116783,53,36,3,F,Married,9,G,287
156519,38,19,3,F,Married,11,G,313
124587,21,4,3,F,Single,11,D,581
193520,29,9,3,F,Married,14,G,295
121685,16,0,3,F,Single,14,G,490
110141,57,39,3,M,Single,8,G,491
132853,48,27,3,M,Single,1,D,832
155078,61,43,3,F,Married,8,G,106
142478,26,7,3,F,Single,10,G,382
187285,57,38,3,F,Married,6,G,363
153807,27,6,3,M,Single,7,D,516
119642,21,2,3,M,Married,11,G,272
151388,18,0,3,F,Single,15,G,306
123108,60,41,3,M,Single,13,G,350
134884,58,41,3,M,Single,2,D,603
168648,36,15,3,M,Single,10,D,503
164151,44,24,3,F,Single,10,G,453
188702,18,0,3,F,Married,13,G,191
114436,20,1,3,M,Single,8,D,539
149197,53,34,3,F,Married,9,G,302
130549,54,35,3,M,Married,3,D,557
192897,60,42,3,M,Single,3,D,558
124527,32,13,3,F,Single,7,G,383
185559,25,7,3,F,Single,15,G,396
123109,68,51,3,M,Married,10,G,365
187618,25,6,3,M,Single,0,D,1000
196350,22,3,3,M,Married,11,G,255
130279,17,0,3,F,Single,13,G,474
175072,70,53,3,M,Married,7,G,34
115140,24,7,3,F,Single,13,G,476
141368,62,42,3,F,Married,0,G,253
117128,37,17,3,M,Single,11,G,206
114559,48,29,3,M,Married,8,G,377
196356,44,26,3,M,Married,9,G,381
154017,61,40,3,M,Married,15,G,205
131556,18,0,3,M,Single,15,G,398
186337,48,27,3,F,Single,7,G,359
132503,18,0,3,M,Married,10,G,394
160655,22,3,3,F,Single,7,D,710
184697,20,3,3,F,Married,8,G,346
190230,32,15,3,F,Married,11,G,360
183208,22,4,3,F,Single,15,G,496
187547,25,6,3,F,Married,4,D,636
178304,22,3,3,M,Married,14,G,361
188283,45,26,3,M,Married,1,D,692
156003,65,48,3,M,Married,10,G,326
168914,37,18,3,M,Single,10,G,497
196112,62,45,3,M,Married,9,G,285
185048,62,44,3,M,Single,4,G,125
151974,25,6,3,M,Married,14,G,295
159360,37,17,3,F,Single,15,G,324
137338,27,10,3,M,Single,8,G,430
156889,61,40,3,M,Married,13,G,111
138060,39,18,3,M,Single,15,G,416
101041,63,44,3,M,Married,3,G,274
126474,26,6,3,M,Single,3,D,844
182688,21,3,3,M,Single,15,G,489
144363,29,10,3,M,Married,12,G,201
104521,24,7,3,F,Married,15,G,283
147475,38,19,3,M,Single,9,G,481
176115,54,33,3,F,Married,12,G,266
195882,46,27,3,M,Married,8,G,380
131909,54,36,3,F,Married,7,G,311
104431,22,5,3,M,Married,6,D,638
168792,42,25,3,F,Married,0,D,593
160831,23,4,3,F,Married,15,G,412
193325,26,8,3,M,Single,14,G,336
115306,26,9,3,F,Single,12,G,167
147626,61,41,3,M,Married,15,G,62
124098,48,31,3,M,Married,13,G,272
134218,56,39,3,F,Married,14,G,159
119884,38,20,3,M,Single,0,D,693
150146,16,0,3,M,Married,11,D,728
121996,21,3,3,M,Single,1,D,918
163775,29,11,3,M,Single,12,D,553
122378,32,14,3,F,Married,1,D,507
102734,25,6,3,F,Single,11,D,777
127589,69,49,3,M,Single,3,G,314
125697,31,12,3,M,Married,13,G,276
169559,60,43,3,M,Single,3,G,457
187210,38,17,3,F,Single,0,D,675
195802,62,45,3,F,Single,10,G,125
113208,18,0,3,F,Single,13,G,358
133205,28,10,3,F,Married,12,G,129
191584,44,27,3,F,Married,11,G,257
119438,35,14,3,M,Married,7,G,348
161458,29,9,3,F,Single,13,G,331
173047,31,11,3,M,Married,4,G,494
121472,53,33,3,M,Married,5,G,471
183666,63,42,3,M,Married,12,G,285
189493,32,11,3,M,Single,3,D,706
106840,18,0,3,F,Married,12,G,164
107678,23,4,3,M,Single,12,G,342
165972,70,49,3,M,Single,5,D,721
100713,63,45,3,F,Married,1,G,61
147912,54,33,3,M,Single,7,D,504
106579,64,45,3,F,Married,1,G,362
144955,30,10,3,F,Married,6,G,362
185076,65,46,3,M,Single,14,G,52
155112,18,1,3,F,Single,5,D,1124
158957,23,5,3,F,Single,13,G,312
136991,41,24,3,F,Single,6,G,442
198334,67,46,3,F,Single,5,G,373
140111,63,43,3,F,Married,11,G,59
119333,22,3,3,F,Single,4,D,985
154802,22,5,3,M,Single,11,D,987
104443,34,17,3,F,Married,12,G,288
186925,52,33,3,M,Single,8,D,535
113378,25,8,3,M,Single,7,D,1024
142345,57,39,3,M,Single,15,D,515
109749,66,47,3,F,Married,6,G,78
140630,62,45,3,M,Single,8,G,368
151322,61,41,3,F,Married,13,G,19
121991,27,10,3,M,Single,5,D,616
198589,63,43,3,F,Married,11,G,87
152171,21,4,3,M,Single,8,D,855
159761,69,48,3,F,Single,9,G,75
125497,40,19,3,M,Married,12,G,228
144806,42,22,3,M,Married,11,G,263
160684,51,30,3,F,Single,9,G,380
140437,43,26,3,M,Single,2,G,441
190339,38,18,3,M,Married,10,G,371
139843,21,4,3,F,Single,12,D,592
196853,23,5,3,M,Single,13,G,331
190965,68,49,3,F,Single,14,G,68
104333,43,24,3,M,Married,9,G,327
138318,65,47,3,M,Single,10,G,158
154250,67,48,3,F,Married,7,G,96
198150,41,22,3,M,Single,12,G,196
174696,42,23,3,M,Married,4,G,406
115566,60,43,3,M,Married,13,G,38
174122,21,3,3,F,Married,12,G,332
100767,17,0,3,M,Married,14,G,488
114900,18,0,3,M,Single,14,G,405
120449,66,49,3,M,Married,8,G,282
150019,64,47,3,F,Single,10,G,44
129262,64,45,3,M,Married,7,G,39
119475,18,0,3,M,Married,12,G,183
136782,24,5,3,F,Married,13,G,241
178623,28,7,3,M,Married,7,G,357
117860,39,18,3,M,Single,15,G,208
148095,45,25,3,M,Single,15,G,429
194617,55,35,3,F,Married,7,G,314
105045,32,14,3,M,Single,15,G,286
112707,22,4,3,F,Single,13,G,490
180896,62,43,3,F,Single,14,G,89
179104,26,5,3,F,Married,4,D,546
147666,60,43,3,F,Married,8,G,316
115868,16,0,3,F,Single,11,G,499
169239,68,49,3,F,Single,15,G,200
113437,28,7,3,F,Single,12,G,321
180328,53,33,3,M,Single,0,G,496
155567,31,13,3,M,Single,3,G,471
137909,68,48,3,F,Single,4,G,208
115130,31,12,3,M,Single,10,G,458
117731,49,29,3,M,Married,9,G,367
132928,61,44,3,F,Single,10,G,329
122509,62,45,3,M,Married,0,D,635
132774,48,29,3,F,Single,15,G,229
190381,21,4,3,M,Married,12,G,175
184313,65,48,3,F,Married,5,G,316
158183,70,52,3,M,Single,8,G,392
160244,31,13,3,F,Married,15,G,179
122190,25,6,3,F,Married,8,G,373
132910,16,0,3,M,Single,4,D,3333
140821,21,2,3,M,Married,9,D,912
191742,67,50,3,F,Married,9,G,112
144963,50,29,3,F,Single,14,G,348
153044,37,17,3,M,Single,5,G,439
106073,47,27,3,M,Single,13,G,239
156845,38,20,3,M,Single,9,G,407
163987,57,39,3,F,Married,8,G,338
150225,50,29,3,M,Single,15,G,488
105900,43,22,3,M,Single,1,D,666
174087,51,34,3,M,Married,9,G,383
137028,59,41,3,F,Single,6,G,385
170983,24,6,3,M,Married,11,G,387
123100,48,28,3,M,Single,5,D,877
130446,23,4,3,M,Married,13,D,628
127474,26,6,3,M,Single,12,G,318
112568,60,43,3,M,Single,4,G,246
175164,35,15,3,M,Married,15,G,206
182999,64,43,3,F,Married,7,G,302
167968,58,39,3,M,Single,4,D,734
109058,16,0,3,M,Married,14,D,670
123583,31,11,3,F,Single,10,G,357
134754,64,44,3,M,Married,1,G,433
187822,23,6,3,F,Married,8,G,313
198230,33,14,3,F,Single,1,D,826
178563,24,7,3,F,Single,12,G,308
117139,38,17,3,F,Single,7,G,374
168131,53,34,3,M,Single,5,D,920
107342,63,42,3,M,Single,3,G,498
104998,34,15,3,F,Married,10,G,333
187141,31,12,3,M,Married,0,D,568
169738,43,22,3,M,Single,2,D,822
115335,21,3,3,F,Married,2,D,615
165658,34,15,3,M,Married,1,G,449
199154,37,19,3,F,Single,13,G,356
197699,43,23,3,M,Married,7,G,374
151099,41,22,3,M,Married,10,G,367
